# Time [h]	AA [g/L]	MO_AcidoLCFA [g/L]	MO_Acetic [g/L]	MO_hydroM [g/L]	MO_Propionic [g/L]	MO_acetoM [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
29.872	3.5554901860168e-06	0.16757971911774	0.11731126255639	0.37973838982416	0.12712290276041	0.21858358230227	0.21846172104856	0.78009912270372	0.11377645950285	0.001956747529971	2.1246334628363
30	3.5550270020191e-06	0.167564496251	0.1173013009823	0.37971212033064	0.12711067521471	0.21857204238322	0.21843922349732	0.78001726303246	0.11376457491099	0.0019581970099697	2.1244434486396
30.2	3.5470548832254e-06	0.16754063258076	0.11728573382785	0.37967101536823	0.12709157909336	0.21855399450544	0.21840407686174	0.7798893704137	0.11374600736454	0.0019603182970103	2.1241462753675
30.48	3.542983094706e-06	0.16750706421688	0.11726393507789	0.37961333589341	0.12706486097432	0.2185286920426	0.21835488236546	0.77971035347877	0.11372001743607	0.0019630552678147	2.1237297397363
30.872	3.5406907103044e-06	0.16745982176718	0.11723341042155	0.37953236407486	0.12702747446218	0.21849321262005	0.21828602955734	0.77945979924571	0.11368364141804	0.0019664282907697	2.1231457225484
31	3.5402034637542e-06	0.16744434984773	0.11722344230337	0.3795058809677	0.12701527002996	0.21848161679792	0.21826355184687	0.77937800324737	0.11367176607665	0.0019674131080696	2.1229548344291
31.2	3.5033540006219e-06	0.16742012046594	0.11720786388227	0.37946441898226	0.12699619961722	0.21846347662655	0.21822843070228	0.77925019763178	0.11365321125955	0.0019689107723967	2.1226563332942
31.48	3.4883374292092e-06	0.16738608622431	0.11718604663989	0.37940620635893	0.12696949818232	0.21843803209912	0.21817926270447	0.77907129404899	0.11362723690562	0.0019709458978397	2.1222380973989
31.872	3.4836664958105e-06	0.16733826255391	0.11715549440131	0.37932449716873	0.12693211940752	0.21840234572765	0.21811044127334	0.77882089754191	0.11359088170109	0.0019735229861066	2.1216519464281
32	3.4831130049537e-06	0.16732261405559	0.11714551733633	0.37929778035797	0.1269199159544	0.21839068258567	0.21808797338068	0.77873915302972	0.11357901310069	0.0019742781180315	2.1214604110321
32.2	3.4282745243901e-06	0.16729812324652	0.11712992422072	0.37925593795501	0.12690084041473	0.21837243382479	0.21805286411966	0.77861142011502	0.11356046774314	0.001975471665359	2.1211609115795
32.48	3.4063988051792e-06	0.16726375186208	0.11710808461854	0.37919717116656	0.12687411950696	0.21834682880367	0.21800370700869	0.77843261307416	0.11353450523587	0.0019771704345265	2.1207413581099
32.872	3.4001694033851e-06	0.16721550089577	0.11707749996658	0.37911469152998	0.12683670355517	0.21831091243429	0.217934897246	0.77818235111628	0.11349816600012	0.0019793630081677	2.1201534859218
33	3.3995507262582e-06	0.16719972123791	0.11706751235475	0.37908772763148	0.12682448698289	0.21829917434412	0.21791243289631	0.77810065052538	0.11348630257931	0.0019800053013498	2.1199614134042
