Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
24.2	6.6308644080216e-11	3.4349077663316e-10	4.2823722347299e-09	9.8774491309996e-12	2.2818490041632e-08	-9.8210958071725e-05	8.6596854680993e-14	0.11547765107491
24.48	7.5988183464819e-11	3.8036741160217e-10	4.290361717685e-09	1.0536028206641e-11	2.2851182929646e-08	-9.9787014181454e-05	8.6598036880576e-14	0.1154760751067
24.872	7.9129534634057e-11	3.9798044039677e-10	4.3429630075867e-09	1.072071490096e-11	2.2473354828311e-08	-0.00010174908991206	8.6599509014121e-14	0.11547411272669
25	7.936630206056e-11	4.0022251304711e-10	4.3627081656869e-09	1.072481729485e-11	2.2320409765936e-08	-0.00010234087349481	8.6599953068828e-14	0.11547352081239
25.2	7.685220626894e-11	4.1849125762718e-10	4.4018205676944e-09	1.1424802352015e-11	2.1460847701597e-08	-0.00010327143176851	8.6600651804038e-14	0.11547258945016
25.48	7.649444078712e-11	4.3274765116533e-10	4.3985374596265e-09	1.2082753137631e-11	2.0697865513953e-08	-0.00010460221483098	8.6601650795285e-14	0.11547125791539
25.872	7.6184703194394e-11	4.3883285805551e-10	4.4234121378148e-09	1.2373998943494e-11	2.0026806518202e-08	-0.00010637820593823	8.660298375216e-14	0.11546948128416
26	7.6056327512705e-11	4.393138392553e-10	4.4335701001629e-09	1.2398281360744e-11	1.9859384997995e-08	-0.00010691639044534	8.660338766167e-14	0.11546894294278
26.2	8.0763834926503e-11	4.6226350093964e-10	4.4550677112278e-09	1.3767191411619e-11	1.9431015446644e-08	-0.00010772186858386	8.6603992293467e-14	0.1154681370868
26.48	8.3715010792506e-11	4.7904981214226e-10	4.4367312730227e-09	1.4654615024706e-11	1.9043759662354e-08	-0.00010878551475914	8.6604790651982e-14	0.11546707305566
26.872	8.4599340978612e-11	4.8668997031437e-10	4.4492317458216e-09	1.4993604986054e-11	1.8678754746239e-08	-0.00011011790301573	8.6605790642405e-14	0.11546574032377
27	8.4624550121179e-11	4.875121182973e-10	4.4562917546377e-09	1.5022288127205e-11	1.858355438685e-08	-0.00011051084591139	8.6606085549732e-14	0.11546534729361
27.2	9.0424874205176e-11	5.1773298914449e-10	4.4732074460142e-09	1.605559717745e-11	1.8494149217343e-08	-0.00011107014310595	8.6606505240765e-14	0.11546478796098
27.48	9.3589655070691e-11	5.3844553467944e-10	4.45281001356e-09	1.6668162090778e-11	1.8383727512034e-08	-0.00011175645785018	8.6607020297759e-14	0.1154641015399
27.872	9.4581237348534e-11	5.4831260533109e-10	4.4655627182007e-09	1.6888058479045e-11	1.8233388601096e-08	-0.00011257292350848	8.6607633042084e-14	0.11546328494774
28	9.4643842770551e-11	5.4958503589009e-10	4.4728944520941e-09	1.6905821271604e-11	1.8187580757115e-08	-0.00011280932243729	8.6607810458418e-14	0.11546304851169
28.2	9.7878301817758e-11	5.7040995058692e-10	4.4902473946673e-09	1.7458923995964e-11	1.8151311702554e-08	-0.00011314260938371	8.6608060544361e-14	0.11546271523044
28.48	9.9602342432018e-11	5.844309650547e-10	4.4698389009585e-09	1.7778248116994e-11	1.8096677950988e-08	-0.00011354762551605	8.6608364504972e-14	0.11546231015533
28.872	1.0013021848313e-10	5.9111213117968e-10	4.4823578058315e-09	1.7888921443194e-11	1.8012398243292e-08	-0.00011402675195203	8.6608724086636e-14	0.11546183096445
29	1.0016177437423e-10	5.9198884573135e-10	4.4895597531916e-09	1.7897207755707e-11	1.7985759738414e-08	-0.00011416520527124	8.6608827995948e-14	0.11546169249261
29.2	1.0149267348771e-10	6.0252790886067e-10	4.5065153220606e-09	1.812616383541e-11	1.7954111232334e-08	-0.00011436246005414	8.6608976017798e-14	0.11546149523523
29.48	1.0217269098153e-10	6.0947258131222e-10	4.4850338453185e-09	1.8251280174233e-11	1.7910673296875e-08	-0.00011460676097851	8.6609159385352e-14	0.11546125087714
29.872	1.0236096532696e-10	6.1270441230678e-10	4.4961060691725e-09	1.8290194822395e-11	1.7851007558391e-08	-0.00011490003056013	8.6609379492476e-14	0.11546095756242
30	1.023670948501e-10	6.1311408065922e-10	4.5028501685043e-09	1.8292116869967e-11	1.7832922282904e-08	-0.00011498514388906	8.6609443371107e-14	0.11546087243817
30.2	1.0245652398446e-10	6.1606267296665e-10	4.5188252859957e-09	1.8311581940567e-11	1.779724946265e-08	-0.00011510970566418	8.6609536857505e-14	0.11546074785976
30.48	1.0245624255296e-10	6.1781003374269e-10	4.4958840309753e-09	1.8311258580767e-11	1.7754260647385e-08	-0.00011527042033188	8.6609657510635e-14	0.1154605870809
30.872	1.0241863241755e-10	6.1847967150483e-10	4.5052097027379e-09	1.8303124991934e-11	1.7704460721276e-08	-0.00011546848392194	8.6609806173461e-14	0.11546038897746
31	1.0240619272141e-10	6.1853208325238e-10	4.5114326401309e-09	1.8300614004798e-11	1.7690433169606e-08	-0.00011552631230098	8.6609849575433e-14	0.11546033114132
31.2	1.0170077035997e-10	6.1642147011727e-10	4.5263047331596e-09	1.8185998599068e-11	1.7649872005889e-08	-0.00011561425500913	8.6609915593112e-14	0.11546024316999
31.48	1.0126379445158e-10	6.147047953125e-10	4.501992016821e-09	1.8105221485064e-11	1.7604823946358e-08	-0.00011573375738335	8.6610005327821e-14	0.11546012359602
31.872	1.0107781702136e-10	6.1365087829732e-10	4.5097349562987e-09	1.8066355930253e-11	1.7559114668502e-08	-0.00011588508376352	8.6610118919663e-14	0.11545997223039
32	1.0105213877568e-10	6.1345820100218e-10	4.5154942337155e-09	1.8060774481777e-11	1.7547124339288e-08	-0.00011592942503899	8.6610152200073e-14	0.11545992788266
32.2	9.9847752932143e-11	6.0811622159542e-10	4.5293567083816e-09	1.7861893535393e-11	1.7502743797189e-08	-0.00011599951002558	8.6610204824549e-14	0.11545985776042
32.48	9.913614316045e-11	6.0418798947251e-10	4.5039363348423e-09	1.7730503347252e-11	1.7455693505269e-08	-0.00011609926159101	8.6610279743614e-14	0.11545975793161
32.872	9.8855218422407e-11	6.0202729367377e-10	4.51041218447e-09	1.7672040348051e-11	1.7411923162303e-08	-0.0001162280093086	8.661037639363e-14	0.1154596291441
33	9.8820583046517e-11	6.0167526813378e-10	4.5158021102473e-09	1.7664419235697e-11	1.7401059037898e-08	-0.00011626572470372	8.6610404701673e-14	0.11545959142283
33.2	9.7313629356039e-11	5.9434301686635e-10	4.5288183729981e-09	1.7414327273046e-11	1.7354238657195e-08	-0.0001163271106992	8.66104508032e-14	0.11545952999394
33.48	9.6435685235361e-11	5.890569910281e-10	4.5025807203821e-09	1.7252252349168e-11	1.7305935876809e-08	-0.00011641731019176	8.6610518557948e-14	0.11545943971358
33.872	9.6096806658385e-11	5.8621651829792e-10	4.508114793874e-09	1.7181850496356e-11	1.7263384270872e-08	-0.00011653486030759	8.6610606806322e-14	0.1154593221232
34	9.6056558584032e-11	5.857662383458e-10	4.5132294639506e-09	1.7172963301199e-11	1.7253224189067e-08	-0.00011656920093793	8.6610632581839e-14	0.11545928777703
34.2	9.4377376513244e-11	5.7727159041312e-10	4.5255665692669e-09	1.6893604031654e-11	1.7205158011592e-08	-0.00011662612940844	8.6610675341332e-14	0.11545923080238
34.48	9.340541385031e-11	5.7119923952022e-10	4.4987691653589e-09	1.6714150977483e-11	1.7156387600173e-08	-0.00011671134047971	8.6610739354855e-14	0.11545914550851
34.872	9.3033991549393e-11	5.6796822762707e-10	4.5036428938504e-09	1.6637046553522e-11	1.7114858279197e-08	-0.00011682277281004	8.6610823013081e-14	0.11545903403584
35	9.2990622674678e-11	5.6746194536629e-10	4.5085626770434e-09	1.662745566488e-11	1.7105194510917e-08	-0.00011685521379022	8.6610847363054e-14	0.11545900158956
35.2	9.1225414667745e-11	5.583526659033e-10	4.5203660422084e-09	1.633335148542e-11	1.7056795264696e-08	-0.00011690954419982	8.6610888174474e-14	0.11545894721139
